rowlabel,sex,age,yrsarea,genhealt,cry2,relig3,tenure1,hominsur,persinc,inner,rural3,rubbcomm,vandcomm,livharm1a,tenharm,struct3,ethgrp2a,illONS,educat3,remploya,threviol2,walkdark,emdiqu15x,polatt7,confx
174230080,1,35,2,2,7,3,2,1,13,0,2,3,4,1,1,2,5,1,4,1,2,2,2,2,0.034567274
174292080,1,66,3,2,1,1,1,1,12,0,1,4,4,3,1,4,1,1,3,3,2,1,3,2,-0.151178542
174295080,1,20,7,1,1,1,5,1,4,0,2,3,4,3,3,1,1,1,3,1,2,1,1,3,-0.897618308
174390080,2,26,5,1,1,1,4,2,5,1,2,3,4,2,3,2,1,1,2,1,2,3,1,1,0.755415122
174400240,2,45,5,1,1,3,2,1,10,1,2,3,4,3,1,1,1,2,4,1,2,2,2,1,1.222206868
174413160,1,27,7,2,1,2,4,2,8,0,1,3,4,1,3,2,1,1,4,1,2,1,5,4,-1.045147379
174417240,1,63,7,2,1,2,1,1,3,0,1,4,4,1,1,4,1,1,4,3,2,1,4,2,0.466244647
174419160,2,61,5,2,1,2,2,1,11,0,1,3,4,1,1,1,1,3,4,1,2,1,4,1,1.665469564
174421240,1,42,7,3,1,1,2,1,4,0,2,4,4,3,1,1,5,1,3,1,2,1,2,2,0.034567274
174433080,2,49,2,3,1,2,2,1,11,0,2,4,4,1,1,2,1,3,4,1,2,3,4,2,0.066739823
174440240,2,49,6,3,7,2,2,1,11,0,2,3,4,1,1,1,1,3,4,1,2,2,3,1,0.816121413
174441080,2,36,5,1,7,2,4,2,8,0,2,4,4,1,3,2,1,1,5,1,2,4,3,2,-0.84453215
174446160,1,48,6,1,1,2,2,1,10,0,2,2,3,1,1,1,1,1,3,1,2,2,2,1,-0.163282818
174480240,2,52,3,1,1,1,2,1,14,0,1,4,4,1,1,2,1,1,1,1,2,2,2,1,1.447551199
174481080,2,25,7,2,1,1,4,1,9,0,2,4,4,2,3,1,1,1,4,1,2,2,4,4,-1.792626649
174488160,1,66,7,2,1,1,1,1,14,0,2,4,4,1,1,4,1,1,4,3,2,1,5,1,0.765782912
174515240,1,38,5,1,7,2,4,1,8,1,2,2,3,1,2,2,1,1,4,1,2,1,2,2,-0.208943009
174522160,1,27,7,1,1,6,4,2,11,0,2,1,3,3,3,1,3,1,4,1,2,1,2,2,-0.266707477
174524160,2,25,5,1,1,1,4,1,8,0,2,2,3,2,3,1,1,1,4,1,2,3,2,2,0.959845844
174526240,1,59,7,2,1,2,1,1,11,0,2,3,4,2,1,1,1,1,3,3,2,2,1,2,-0.364937551
174535160,2,32,4,3,1,1,4,1,14,1,2,2,3,2,3,1,1,3,2,1,1,2,1,2,0.066739823
174537080,2,35,6,2,1,2,4,1,4,1,2,2,3,2,3,2,1,1,2,1,2,2,1,1,1.665469564
174538240,1,25,5,4,1,1,4,2,11,0,2,3,4,2,3,2,1,3,4,1,2,3,1,2,0.266492235
174541320,2,73,6,2,1,2,1,1,7,0,2,3,4,1,1,4,1,1,3,3,2,3,3,2,0.066739823
174542160,1,76,2,4,1,2,4,1,2,0,2,4,3,5,2,4,1,3,1,3,2,1,2,1,0.511904838
174542240,2,45,7,3,1,1,2,2,8,0,2,4,4,2,1,1,1,1,4,1,2,2,3,2,0.266492235
174544320,1,54,7,2,1,1,2,1,3,0,2,3,3,3,1,1,1,1,3,1,2,2,4,2,0.4844106
174547160,1,57,7,1,1,2,4,1,7,0,2,3,3,1,2,2,1,1,5,1,2,2,2,2,0.266492235
174547240,2,33,2,1,7,2,2,1,8,0,2,4,4,1,1,2,1,1,3,3,2,2,4,2,0.266492235
174548080,2,22,7,2,1,1,5,1,6,0,2,4,4,3,3,1,1,1,4,1,2,3,2,2,0.048573871
174549160,2,58,7,2,2,1,2,1,9,0,2,3,4,1,1,1,1,1,4,1,2,3,5,3,-1.09737072
174549240,2,58,7,2,1,2,1,1,7,0,2,3,4,6,1,1,1,1,4,3,2,2,3,4,-2.053085353
174550160,2,27,3,2,1,2,2,1,9,0,1,4,4,1,1,2,1,1,4,1,2,1,4,2,0.266492235
174550240,1,29,3,1,1,1,2,1,12,0,1,4,4,2,1,1,2,1,4,1,2,1,4,2,-0.88707249
174551080,2,56,5,2,7,2,4,2,7,0,2,4,4,1,3,1,1,1,1,1,2,3,2,3,-1.132485093
174551320,1,36,3,1,1,6,4,2,5,0,2,4,4,1,2,2,3,1,1,1,2,1,2,1,1.433544602
174554240,2,31,5,1,1,1,2,1,12,0,2,2,3,2,1,1,1,1,4,1,2,2,5,2,-0.469401713
174556240,2,49,3,1,1,1,2,1,13,0,1,4,4,4,1,1,1,1,4,1,2,2,5,4,-1.305606083
174559240,1,16,5,2,3,2,5,1,1,0,1,3,4,3,3,1,1,1,2,1,2,1,4,1,1.665469564
174562080,2,33,4,2,1,2,4,1,3,0,2,3,4,4,3,3,1,2,2,1,2,1,3,2,0.066739823
174565160,1,50,7,2,1,1,1,1,12,0,1,4,4,1,1,1,1,1,3,1,2,1,4,2,-0.426861374
174567320,1,46,3,1,1,1,2,1,14,0,1,4,4,5,1,1,1,1,4,1,2,1,3,2,-0.009190597
174573160,2,51,3,3,1,1,1,1,6,0,2,4,4,2,1,1,1,1,2,1,2,2,4,2,0.266492235
174575160,2,57,7,2,1,2,1,1,13,0,2,4,4,1,1,1,1,1,3,1,2,1,5,2,-0.783825859
174576160,2,50,3,1,1,1,1,1,4,0,2,3,3,1,1,1,1,1,4,1,2,1,2,3,-1.089944754
174581080,1,25,1,1,1,2,4,2,12,0,2,3,4,2,3,1,1,1,4,1,2,1,4,1,1.665469564
174584240,1,63,7,2,1,2,1,1,13,0,1,4,4,1,1,4,1,2,1,1,2,2,4,2,-0.851958117
174586160,1,79,5,3,1,2,4,2,2,0,1,4,4,5,2,4,1,3,1,3,2,2,3,2,0.266492235
174588240,2,30,4,2,1,2,4,2,6,0,1,3,3,3,3,1,1,1,4,1,2,2,5,1,0.728605671
174592080,1,24,1,1,1,1,4,2,7,0,2,4,4,3,3,1,1,1,4,1,2,1,5,2,-0.626613786
174594160,2,77,7,1,1,2,1,1,5,0,2,4,4,1,1,4,1,1,1,3,2,3,3,1,1.465717151
174597320,1,41,7,3,1,2,5,1,5,0,2,2,4,3,3,1,1,3,4,1,2,2,2,2,-0.17677046
174602160,2,57,7,2,1,2,1,1,9,0,1,4,4,1,1,4,1,1,4,1,2,1,5,1,1.433544602
174605240,2,41,6,2,1,2,2,1,4,0,1,3,3,2,1,1,1,2,2,1,2,3,3,1,1.23379219
174611240,1,23,5,2,1,1,4,1,8,0,2,2,3,2,3,1,1,1,4,1,1,2,1,2,0.512944342
174619160,1,25,7,1,1,1,5,1,3,0,2,2,3,3,2,1,1,1,1,3,2,1,2,4,-2.33829064
174625160,1,27,3,2,1,1,4,1,7,0,2,3,3,3,3,1,1,2,4,1,2,1,2,1,1.665469564
175001160,1,48,4,3,7,1,2,1,14,0,2,2,3,1,1,1,1,2,4,1,2,2,2,2,-0.412854777
175002240,2,80,7,2,1,2,1,1,6,0,2,4,4,6,1,4,1,1,1,3,2,1,3,2,0.469186471
175003160,1,41,1,2,7,6,4,1,6,0,2,3,4,1,3,1,3,1,4,1,2,3,3,1,0.972115955
175005240,1,80,7,2,6,2,1,1,5,0,2,4,4,1,1,4,1,1,3,3,2,1,5,1,1.247798787
175006160,1,34,5,1,1,1,2,1,14,0,2,3,3,3,1,1,1,1,4,1,2,1,5,4,-1.577650109
175007240,1,59,7,1,7,6,2,1,10,0,2,3,3,1,1,1,5,1,4,1,2,1,2,1,0.729823203
175007320,1,47,7,2,1,1,2,1,9,0,2,4,4,1,1,2,1,1,2,1,2,1,1,1,1.23379219
175009160,1,53,7,3,1,2,2,1,9,0,2,3,3,2,1,1,1,3,4,3,1,2,2,5,-3.426470763
175009240,1,22,5,2,1,2,2,1,7,0,2,3,3,3,1,1,2,1,2,3,2,1,3,2,-0.643562207
175010160,2,49,4,2,1,1,1,1,14,1,2,4,4,5,1,1,1,2,4,3,1,2,2,3,-1.132485093
175012080,2,48,6,1,1,1,2,1,9,0,2,3,4,3,1,1,1,1,3,1,2,1,4,1,1.23379219
175015320,1,44,5,2,1,2,1,1,14,1,2,3,3,1,1,1,1,1,4,2,2,2,3,1,0.758356946
175018160,2,46,5,2,1,2,2,1,14,0,2,4,4,1,1,2,1,1,3,1,1,1,4,2,0.019343146
175018240,2,25,4,1,1,1,2,1,10,0,2,3,4,2,1,2,1,1,4,1,2,3,3,1,0.511904838
175019080,1,29,6,2,1,2,4,2,2,0,2,3,4,3,2,1,1,1,2,2,2,3,1,5,-3.93043975
175019320,2,58,7,3,4,2,1,1,8,0,2,4,4,1,1,1,1,3,2,1,2,3,3,1,0.616369001
175020080,2,47,7,2,1,2,1,1,9,0,2,3,3,1,1,1,1,2,3,1,2,3,5,2,0.74192748
175020160,2,30,4,1,7,2,1,1,5,0,2,3,4,2,1,1,1,1,4,1,2,1,5,1,1.665469564
175020240,2,56,7,2,1,1,1,1,3,0,2,2,3,5,1,1,1,1,4,3,1,1,4,1,1.665469564
175020320,1,32,3,2,1,1,2,1,14,0,2,2,3,1,1,1,1,3,4,1,2,2,4,2,0.266492235
175022080,2,27,3,2,1,1,2,1,3,0,2,3,3,1,1,2,1,1,1,3,2,2,1,2,0.266492235
175022320,1,26,1,1,1,1,1,2,4,0,2,2,2,3,1,1,1,1,1,1,2,1,4,1,0.036469594
175024240,1,20,7,2,1,2,2,1,14,0,2,4,4,3,1,1,1,1,3,1,2,1,2,1,-0.184390594
175025080,2,45,5,2,1,2,2,1,13,0,2,4,4,1,1,2,1,1,4,1,2,2,4,4,-1.577650109
175025160,1,24,1,2,1,1,4,1,10,0,2,4,4,3,3,1,1,1,4,1,2,2,4,2,0.290866623
175029160,1,72,6,3,1,2,1,1,3,0,1,4,4,1,1,4,1,1,3,3,2,3,5,2,0.526950939
175032240,2,39,7,2,1,1,2,1,10,0,2,3,4,1,1,2,1,1,3,1,1,4,3,2,0.726703351
175033080,2,52,2,1,1,2,1,1,13,0,2,4,4,2,1,1,1,1,4,1,2,3,5,2,0.066739823
175035160,2,44,7,1,1,2,2,1,14,0,2,4,4,1,1,2,1,1,3,3,2,2,4,2,-0.383103503
175035240,1,35,7,2,1,2,2,1,10,0,2,4,4,1,1,2,1,1,4,1,2,2,5,2,-0.193718881
175035320,1,34,7,2,1,1,1,1,13,0,2,4,4,1,1,2,1,1,3,1,2,2,5,2,0.022981952
175037160,1,19,1,1,1,1,4,2,4,0,2,3,3,2,3,2,1,1,2,1,2,2,1,1,1.665469564
175037320,2,53,7,4,1,2,1,1,4,0,2,4,4,1,1,1,1,3,2,3,2,3,3,2,-0.165185138
175038080,2,53,6,2,1,2,2,1,6,0,2,4,4,1,1,4,1,1,2,1,2,3,3,2,0.266492235
175039160,2,28,2,2,1,2,2,1,11,0,2,2,3,2,1,1,1,2,4,1,2,2,4,1,0.987340083
175039240,1,38,7,4,1,1,4,1,6,0,2,2,3,1,2,2,1,1,2,1,2,2,2,2,0.266492235
175039320,2,27,3,1,1,1,2,1,10,0,2,3,3,2,1,1,1,1,4,1,2,2,4,3,-0.932732681
175042080,2,38,5,2,1,2,4,1,6,0,1,4,4,1,3,2,1,3,4,3,2,1,3,1,1.665469564
175042240,2,44,7,1,1,2,5,1,3,0,1,4,4,5,3,2,1,1,2,1,2,1,4,1,1.665469564
175043080,2,69,5,2,1,2,1,1,5,0,2,2,3,1,1,4,1,1,1,3,2,2,2,3,-1.106893174
175043160,1,52,7,2,2,1,2,1,8,0,2,4,4,5,1,1,1,1,2,1,2,2,3,2,0.266492235
175043240,1,33,2,2,1,1,2,1,11,0,2,2,3,1,1,1,1,1,2,1,2,1,3,2,-0.148236718
175044160,1,30,7,3,1,2,2,2,2,0,2,4,3,3,1,1,1,3,4,1,2,2,4,2,-0.408695422
175044240,1,20,7,3,1,1,2,2,1,0,2,4,4,3,1,4,1,1,4,1,2,2,4,2,0.222734364
175044320,2,33,6,3,1,1,2,1,1,0,2,4,4,3,1,1,1,3,4,2,2,4,2,3,-0.860441067
175045160,2,43,2,1,1,2,4,1,2,0,1,4,4,4,2,3,1,1,2,1,2,3,4,3,0.039245584
175045320,2,25,1,2,1,2,2,1,12,0,1,3,4,2,1,1,1,1,3,1,2,1,5,3,-0.872026389
175046160,1,58,5,1,1,1,1,1,5,0,1,3,4,3,1,1,1,1,4,3,2,1,4,2,-0.826366198
175046240,2,50,7,2,1,1,3,1,6,0,1,3,4,1,1,1,1,1,4,1,2,2,5,2,0.988379587
175046320,2,34,3,1,7,1,2,1,9,0,2,4,4,1,1,2,1,1,5,1,2,2,3,2,0.266492235
175047080,1,62,6,1,1,2,2,1,8,0,2,3,4,3,1,4,1,1,2,1,2,3,3,4,-2.009327482
175047160,1,48,7,2,1,2,3,1,7,0,1,3,4,1,1,1,1,1,3,1,2,2,5,2,-0.373581049
175048160,1,77,7,1,1,1,1,2,5,0,1,4,4,3,1,4,1,1,3,3,2,1,4,2,0.266492235
175048240,1,55,5,1,1,2,2,1,14,0,2,4,4,2,1,1,1,1,4,1,2,1,5,1,0.048054916
175048320,2,48,7,1,1,1,2,1,12,0,2,3,3,1,1,1,1,1,2,1,2,3,5,1,0.511904838
175049160,1,17,6,1,2,1,1,1,1,0,2,4,4,3,1,2,1,1,3,3,2,1,5,1,1.665469564
175050160,1,33,1,3,1,2,4,2,7,0,2,3,3,3,3,1,1,1,2,1,2,1,3,2,-0.687320078
175050320,1,47,6,1,1,2,1,1,14,0,1,4,4,1,1,1,1,1,4,1,2,1,4,1,-0.126105577
175051160,1,58,4,2,1,2,2,1,14,0,1,4,4,1,1,1,1,1,2,1,2,1,4,2,-0.18335109
175051320,1,57,3,1,1,1,2,1,10,0,2,4,4,3,1,1,1,1,3,1,2,1,3,2,0.266492235
175052320,2,80,7,2,1,2,1,1,5,0,1,4,4,6,1,4,1,1,4,3,2,4,3,2,0.266492235
175053080,2,49,5,2,1,2,4,1,14,0,1,4,4,1,3,2,1,1,4,1,2,1,4,2,-0.440867971
175053160,1,78,1,2,1,2,4,2,3,0,2,4,4,4,2,4,1,1,3,3,2,2,4,2,0.266492235
175055160,2,35,5,2,5,2,4,1,3,1,2,3,3,1,2,2,1,1,3,1,2,2,1,2,-0.165185138
175055240,2,32,6,2,1,1,4,2,3,0,2,2,3,4,2,3,1,3,4,1,2,1,1,1,0.711657251
175056080,2,18,6,2,1,2,5,1,1,0,2,4,4,3,3,2,1,1,3,1,2,3,2,2,0.266492235
175056240,1,27,7,2,1,2,5,1,6,0,2,4,4,3,3,4,1,1,2,1,2,2,5,2,0.4844106
175057160,1,70,7,3,1,2,2,1,2,0,2,2,2,6,1,1,1,3,1,3,2,2,4,2,-1.083883078
175057240,2,39,6,1,1,1,2,1,9,1,2,3,3,1,1,1,1,1,3,1,2,3,1,2,0.266492235
175058080,2,74,7,2,1,2,1,1,3,0,2,4,4,1,1,4,1,1,1,3,2,3,1,5,-1.782943647
175059080,2,31,5,2,1,2,4,1,3,0,1,3,4,5,3,3,1,1,2,1,2,3,3,3,-0.671056446
175060080,2,50,3,2,1,1,4,1,10,0,2,4,4,2,3,1,1,3,4,1,1,2,3,3,-0.628516106
175060240,1,69,6,2,1,2,1,1,10,0,2,4,4,1,1,4,1,1,4,3,2,2,5,1,1.665469564
175061160,2,49,4,1,7,2,4,1,9,0,2,3,3,1,2,1,1,1,4,1,2,3,2,2,-0.408695422
175061240,2,55,5,2,1,1,1,1,7,0,2,4,4,1,1,1,1,1,4,1,2,2,5,2,0.266492235
175062160,1,53,4,1,1,2,4,1,14,0,1,4,4,1,3,2,1,1,2,1,2,1,3,1,0.990281907
175062320,1,56,5,1,1,2,1,1,11,0,2,3,3,1,1,1,1,1,4,1,2,1,3,2,0.066739823
175063080,1,67,7,2,1,2,1,1,14,0,2,4,4,1,1,4,1,3,4,1,2,2,1,1,0.49668071
175064240,2,42,6,1,1,2,2,1,7,0,1,3,4,1,1,2,1,1,4,1,2,1,3,2,-0.133012589
175064320,2,80,7,4,1,2,1,1,6,0,1,4,4,1,1,4,1,3,4,3,2,1,3,1,1.665469564
175065160,1,31,1,1,7,2,4,2,4,0,2,4,4,3,3,1,1,1,5,1,2,2,2,2,0.988379587
175065320,1,48,6,2,1,1,2,1,7,0,2,4,4,1,1,2,1,1,2,1,2,1,5,3,-0.410597742
175066160,2,31,4,1,1,2,2,1,14,0,2,4,4,2,1,1,1,1,4,1,2,2,5,2,0.266492235
175066240,2,20,5,1,1,1,2,1,3,1,2,4,4,3,1,2,1,2,3,1,2,2,5,1,1.247798787
175067240,1,29,7,1,1,1,2,1,5,0,2,4,4,3,1,4,1,1,4,1,2,1,5,2,-0.644779738
175067320,1,42,4,3,1,1,2,1,7,0,2,3,4,3,1,1,1,1,3,1,2,1,2,5,-2.779816849
175069240,1,21,7,2,1,1,4,1,5,0,2,3,3,3,3,4,1,1,4,1,2,1,3,4,-2.017125644
175070160,2,37,7,1,1,1,2,1,8,0,2,4,4,1,1,2,1,1,3,1,1,2,5,2,-0.899861555
175070240,2,42,7,2,1,1,2,1,13,0,2,4,4,2,1,2,1,1,4,1,2,2,4,3,-1.321869715
175070320,2,50,2,1,1,2,1,1,3,0,2,4,4,1,1,4,1,1,3,3,2,2,4,2,-0.411637246
175071080,2,24,7,2,1,1,1,1,4,0,2,3,3,3,1,4,1,1,2,1,2,2,2,1,1.015873826
175072160,1,60,7,3,1,2,4,1,5,0,2,4,4,1,2,4,1,1,2,1,2,1,1,1,0.511904838
175072320,2,30,4,3,1,1,2,1,10,0,2,4,4,1,1,2,1,3,2,1,2,3,1,2,0.266492235
175074160,1,61,6,2,1,1,1,1,9,0,2,4,4,1,1,4,1,1,1,1,2,1,4,1,0.772363542
175074240,1,48,7,3,1,1,3,2,6,0,2,4,4,1,1,1,1,3,1,1,2,1,2,3,-0.378425193
175074320,1,55,5,2,2,1,2,1,9,0,2,4,4,1,1,2,1,1,1,1,2,1,5,1,1.665469564
175075160,2,51,7,1,1,2,1,1,14,0,2,4,4,1,1,1,1,1,4,1,2,3,4,2,-0.426861374
175075240,1,57,6,2,1,2,2,1,13,0,2,3,4,1,1,1,1,1,3,1,2,1,3,3,0.067779327
175076160,2,42,5,1,1,2,2,1,14,0,2,4,4,1,1,2,1,1,4,1,2,2,4,3,-0.454355613
175076240,1,38,5,1,1,1,4,1,5,0,2,4,4,1,2,2,1,1,2,1,2,1,4,3,-0.17867278
175076320,1,32,1,1,7,2,4,1,8,0,1,4,4,4,3,1,1,1,4,1,2,1,5,2,0.944621716
175077080,2,27,7,3,1,2,4,2,2,0,2,4,4,3,2,3,1,3,2,1,2,4,3,3,-0.667269285
175077240,2,23,7,2,1,1,4,1,2,0,2,3,4,3,2,1,1,1,2,3,2,3,2,5,-1.983216609
175078080,1,77,6,3,1,1,1,1,9,0,2,4,4,1,1,4,1,1,4,3,2,3,1,2,0.066739823
175078160,1,36,4,1,7,2,4,1,14,0,2,3,4,1,3,1,1,1,4,1,2,2,2,2,0.988379587
175079320,1,50,4,1,1,1,2,1,14,0,2,4,4,1,1,1,1,1,4,1,2,1,5,2,0.034567274
175080240,2,77,7,3,1,2,1,1,3,0,1,4,4,6,1,4,1,1,1,3,2,3,3,1,1.465717151
175082320,1,75,7,3,1,2,4,2,3,0,1,2,4,6,3,4,1,1,3,3,2,1,3,1,0.772363542
175083160,1,41,5,2,1,1,2,1,14,0,2,4,4,1,1,2,1,1,3,1,2,2,5,2,0.266492235
175083240,1,28,4,1,1,1,2,1,12,0,2,4,4,1,1,1,1,1,2,1,2,1,5,1,0.990281907
175084160,2,71,7,2,1,2,1,1,9,0,2,4,4,1,1,4,1,1,4,3,2,2,3,1,1.222206868
175087240,2,44,6,2,1,1,2,1,12,0,2,4,4,1,1,2,1,1,3,1,2,2,4,2,0.266492235
175088080,2,54,7,2,1,1,2,1,4,0,2,4,4,6,1,1,1,1,3,3,2,3,5,2,0.510002518
175088160,1,45,3,1,7,3,4,1,14,0,2,3,3,3,3,1,3,1,4,1,2,1,5,2,-0.429803198
175088240,2,57,6,2,6,1,2,1,14,0,1,4,4,1,1,2,1,1,4,3,2,1,4,2,-0.133012589
175089080,2,56,6,2,1,2,2,1,14,0,1,4,4,1,1,1,1,2,4,3,2,3,4,2,-0.383103503
175089240,2,39,7,2,1,1,5,1,6,0,2,4,4,3,3,4,1,1,3,1,2,2,3,2,0.022981952
175091240,1,53,7,3,1,2,1,1,6,0,1,4,4,2,1,1,1,1,4,1,2,2,3,2,-0.626613786
175092240,1,30,7,1,1,2,2,1,8,1,2,1,4,2,1,2,1,1,3,1,2,2,1,4,-2.032856533
175093160,1,40,7,2,1,2,2,1,12,0,2,4,4,1,1,2,1,1,4,1,2,2,4,4,-1.530950414
175093240,2,46,7,3,1,2,4,1,2,0,2,3,3,1,3,3,1,3,4,1,2,2,2,4,-2.714266413
175094160,2,58,7,1,1,2,1,1,5,0,2,4,4,1,1,1,1,1,1,1,2,2,1,2,0.327198527
175094240,2,62,7,2,1,2,1,1,7,0,2,4,4,6,1,4,1,1,4,3,2,2,5,2,-0.194936413
175095320,1,47,4,2,1,1,4,1,11,0,1,3,3,2,3,1,1,1,3,1,2,2,3,1,1.665469564
175096160,2,30,6,4,7,2,4,2,7,0,2,2,3,1,3,2,1,3,5,3,2,2,4,2,0.048573871
175096240,1,16,6,1,2,2,2,1,8,0,2,3,3,3,1,2,1,1,1,3,2,2,5,2,-0.177987992
175097080,2,40,7,1,1,2,1,1,10,0,1,3,3,1,1,2,1,1,2,1,2,1,2,1,1.665469564
175097160,1,54,1,2,1,2,2,1,6,0,2,3,4,5,1,1,1,1,2,1,2,1,4,3,-0.414757097
175097240,1,47,6,1,1,2,2,1,14,0,1,4,4,1,1,2,1,1,3,1,2,1,3,3,-1.042027527
175098160,1,47,6,1,1,2,2,1,14,0,2,4,4,1,1,2,1,1,2,1,2,1,4,4,-2.010545014
175099080,1,74,7,2,1,2,1,1,4,0,2,4,4,1,1,4,1,1,2,3,2,2,2,2,1.42005696
175099160,2,58,7,2,1,2,1,1,2,0,2,3,3,1,1,4,1,1,1,3,2,3,4,2,0.266492235
175099240,1,38,7,2,1,1,4,1,3,0,2,3,3,3,3,1,1,1,2,1,2,2,2,2,-0.165185138
175099320,1,63,3,1,1,2,1,1,4,0,2,2,3,2,1,4,1,1,3,1,2,1,2,5,-2.052045849
175100240,1,53,4,2,1,2,2,1,12,0,1,4,4,5,1,1,1,3,2,1,2,2,4,2,-0.165185138
175101080,1,73,7,2,1,1,1,1,3,0,2,4,4,1,1,4,1,1,3,3,2,2,3,2,-0.408695422
175101160,2,58,4,2,1,1,1,1,9,0,2,4,4,5,1,1,1,1,4,1,2,2,4,2,-0.626613786
175102240,2,80,7,5,1,2,1,1,4,0,1,4,4,6,1,4,1,3,1,3,2,1,2,1,0.079009934
175102320,1,75,7,3,1,2,1,1,9,0,1,4,4,1,1,4,1,1,4,3,2,2,2,4,-1.792626649
175103240,2,59,2,2,1,2,1,1,9,0,2,3,4,1,1,4,1,1,1,1,2,1,5,1,0.293986474
175103320,1,58,7,3,1,2,4,1,10,0,1,4,4,1,2,1,1,1,3,1,2,2,3,3,-0.363898047
175104160,1,37,6,2,1,2,2,1,10,0,2,4,4,1,1,2,1,1,3,1,2,1,1,1,1.665469564
175105240,1,71,5,2,1,2,1,1,6,0,1,3,3,1,1,4,1,3,2,3,2,1,3,1,1.005506035
175106320,1,55,3,1,1,2,1,1,11,0,1,4,4,1,1,1,1,1,2,1,2,2,2,2,0.266492235
175107160,2,29,7,2,1,1,4,2,3,0,2,3,4,1,2,3,1,1,2,3,2,3,1,2,0.066739823
175107240,1,38,2,2,1,1,2,1,13,0,2,3,4,1,1,1,1,1,4,1,2,2,3,2,-0.426861374
175108080,1,52,5,1,1,1,2,1,14,0,2,4,4,1,1,2,1,1,2,1,2,2,3,2,-0.826366198
175108160,1,42,6,2,1,2,2,1,14,0,2,3,3,1,1,1,1,1,3,1,2,3,3,4,-2.252837765
175109160,2,44,4,1,7,2,4,1,11,0,2,3,3,1,3,2,4,1,4,1,1,2,4,2,0.283440656
175109240,1,27,1,2,1,1,4,2,7,0,2,3,3,3,3,1,1,3,4,1,2,2,4,3,-0.872026389
175109320,2,33,3,1,7,1,2,1,11,0,2,4,4,1,1,1,1,1,4,1,2,2,3,3,-0.628516106
175109400,1,66,6,2,1,2,1,1,14,0,2,3,3,1,1,4,1,1,4,1,2,2,3,3,-1.735381136
175111240,1,49,7,2,1,2,2,1,8,0,1,3,3,1,1,1,1,1,1,1,2,1,5,2,0.266492235
175111320,2,56,3,1,1,2,1,1,6,0,1,4,4,2,1,1,1,1,3,1,2,3,5,2,-0.208943009
175112160,2,30,2,3,1,1,4,2,2,1,2,3,4,2,2,2,1,1,2,3,2,4,1,1,1.665469564
175112320,1,42,5,2,2,2,2,1,11,0,2,4,4,1,1,2,1,1,4,1,2,2,4,2,0.266492235
175113160,2,59,5,2,1,2,1,1,3,0,1,4,4,5,1,1,1,1,2,1,2,1,5,1,0.511904838
175114080,2,53,7,1,1,1,2,1,7,1,2,3,3,4,1,3,1,2,2,1,2,2,2,2,0.266492235
175116080,1,56,7,3,1,2,2,1,8,0,2,3,3,1,1,1,1,2,3,1,2,2,2,3,-1.089944754
175116160,2,46,7,1,1,2,2,1,8,0,2,3,4,3,1,3,1,1,2,1,1,3,5,3,-0.134914909
175117080,1,71,5,3,1,2,1,1,8,0,2,4,4,1,1,4,1,1,4,3,2,2,4,3,-1.375995377
175117160,1,70,5,3,1,2,1,1,2,0,2,4,4,5,1,4,1,3,1,3,2,3,3,2,-0.254425173
175119080,2,53,6,5,5,2,4,2,7,0,1,3,3,1,2,1,1,3,2,3,2,2,3,2,-0.440867971
175119320,2,71,7,3,1,2,4,1,4,0,1,3,3,1,2,4,1,3,1,3,2,3,3,3,-0.378425193
175120080,2,59,6,3,1,1,1,1,10,0,2,4,4,3,1,4,1,1,4,1,2,1,5,1,1.665469564
175121240,1,80,7,1,7,2,4,2,3,0,1,4,4,3,2,4,1,1,4,3,2,1,5,1,1.447551199
175121320,2,63,7,2,7,3,2,1,13,0,2,3,3,1,1,1,3,1,4,1,2,2,5,3,-0.378425193
175122240,2,45,7,3,1,2,2,1,10,0,2,3,3,2,1,2,1,3,3,1,2,2,2,3,-0.856802261
175123080,2,64,7,2,1,8,1,1,5,0,1,4,4,6,1,4,1,3,2,1,2,3,3,2,-0.133012589
175123160,2,61,6,3,1,1,1,1,13,0,1,4,4,1,1,4,1,3,4,3,2,2,5,3,-1.089944754
175124080,1,20,1,1,1,1,4,1,2,0,2,3,4,3,3,1,1,1,3,3,2,2,3,1,-0.631292096
175124240,1,16,2,1,1,1,2,1,15,0,2,4,4,3,1,2,1,1,2,3,2,1,5,1,1.190034319
175124320,1,70,7,2,1,2,1,1,4,0,2,4,4,1,1,4,1,1,1,3,2,2,5,2,0.266492235
175125080,1,47,6,2,1,1,4,1,9,0,1,4,4,5,3,1,1,1,4,1,2,2,2,2,-0.65636506
175137240,1,56,7,2,1,1,3,1,12,0,2,3,3,1,1,1,1,1,4,1,2,2,2,3,-1.132485093
175138240,2,33,4,1,7,6,2,1,7,0,2,3,3,1,1,2,3,1,4,3,2,3,2,2,0.077107614
175139080,2,60,5,2,1,2,2,1,8,0,2,4,4,1,1,4,1,3,2,1,2,3,5,1,0.772363542
175140080,1,56,6,2,1,5,2,1,10,0,2,4,4,1,1,1,1,1,3,1,2,2,4,2,0.309032575
175140160,2,35,7,1,1,4,1,1,10,0,2,4,4,5,1,4,3,1,4,1,2,3,4,2,0.266492235
175145320,1,24,2,1,7,1,4,2,12,0,2,4,4,2,3,1,1,1,4,1,2,1,2,2,0.034567274
